date,AWU,AXC,BGN,BMG,CHWK,CUU,DLVY,DVRL,EHH,EUZ,EXY,EZVY,FJKV,FJZC,FRCE,FSVO,HECP,HER,HESC,HRVC,HXX,IEZI,IOV,IRX,IYPP,JMS,JWDV,JXAN,KEQ,KER,KGO,KSR,KTVL,KUAQ,LJGB,LMLK,MEF,MHNG,MTZB,NDQC,NEGH,NKP,NSLG,NZSR,OBAK,OCG,OKK,OLE,OWKQ,OZI,OZMT,PDX,PQCE,PSWA,PUO,PYTC,QEBK,RALO,RLZA,RPEZ,RQG,RVWV,RZW,SEBI,SGVQ,SIP,SLRR,SXQ,TGXX,TQKA,TRE,TUMH,UAIG,UFT,UTQ,UZS,VBB,VCXW,VDHJ,VHE,VLOZ,WFS,WHMG,WNE,WOXI,XAU,XBN,XJJI,XSOQ,XWR,XYCJ,XZFM,YPDA,ZEA,ZGL,ZOE,ZWH,ZWNG,ZXGV,ZZQB
2012-07-05,181.79,40.87,,90.43,94.77,76.69,303.49,78.63,175.11,108.19,681.66,335.42,119.14,209.69,29.76,105.46,280.16,177.78,18.86,,226.84,161.43,328.45,,,122.8,219.74,211.12,80.29,58.46,128.92,225.16,92.57,346.29,211.02,125.75,181.88,139.49,89.7,506.95,247.42,88.0,209.99,130.3,62.47,359.87,77.96,132.24,149.22,132.71,189.93,164.81,745.09,125.4,133.64,204.41,43.31,230.27,189.21,159.61,296.1,118.39,94.26,293.07,126.82,145.56,72.99,215.52,243.56,139.68,167.12,160.63,619.51,269.6,74.14,106.0,131.99,96.14,69.01,144.87,226.23,243.37,108.89,149.82,141.58,54.22,121.31,117.86,63.48,230.47,49.8,252.68,126.0,97.73,58.63,56.12,209.4,225.97,146.43,264.51
2012-07-06,173.3,40.32,,89.6,94.25,75.79,303.67,77.32,171.2,108.15,654.74,331.61,118.77,209.61,28.79,105.31,273.99,175.15,18.34,,226.56,158.41,318.02,,,120.92,216.64,208.63,79.28,58.18,127.15,226.73,90.37,346.13,211.18,125.7,181.73,139.8,89.18,501.85,244.86,87.71,206.06,127.11,61.42,360.68,78.11,131.55,146.75,133.21,188.53,164.68,739.47,122.43,131.77,204.23,41.97,230.96,181.22,160.93,290.86,117.16,92.58,296.63,128.19,142.1,70.93,216.61,239.39,136.38,166.18,160.47,619.28,264.52,71.15,105.04,127.14,94.64,68.36,143.83,226.17,244.25,108.54,152.23,142.19,53.84,120.04,117.51,62.45,226.02,49.31,252.64,125.31,98.88,58.74,55.2,209.57,228.74,147.73,256.44
2012-07-09,168.43,39.21,,88.88,94.36,75.29,298.23,76.52,168.96,108.9,680.75,336.1,118.62,208.45,27.92,105.15,278.39,172.96,17.75,,223.8,156.81,315.47,,,118.7,217.79,204.77,78.84,58.0,126.18,228.21,88.56,346.01,211.39,126.72,181.59,139.6,89.08,494.67,245.89,88.26,201.03,125.28,60.81,361.46,78.79,130.53,146.74,133.02,185.46,163.06,743.01,122.95,130.68,203.91,41.52,229.51,181.12,161.47,286.68,115.75,92.06,283.11,128.97,139.99,70.12,216.79,236.61,137.05,166.72,161.18,626.77,270.93,70.58,103.99,125.69,95.9,68.8,144.6,222.38,238.63,108.21,151.32,142.63,53.78,120.3,117.79,61.63,219.43,49.61,253.46,124.57,98.29,58.6,54.46,209.82,229.47,145.57,254.34
2012-07-10,166.88,38.4,,87.52,92.88,74.81,296.93,74.06,165.8,108.24,637.21,327.46,118.52,209.98,27.87,105.11,271.92,171.21,17.61,,218.79,155.48,313.68,,,116.24,217.73,201.79,78.53,57.95,123.83,224.82,87.29,345.69,210.71,124.67,181.32,140.17,88.53,479.99,245.07,87.81,196.89,121.02,59.5,356.79,78.61,126.02,145.48,131.68,186.97,164.31,741.55,122.1,129.75,195.96,41.04,228.56,179.67,160.24,282.93,110.75,90.23,279.66,127.45,135.81,69.05,217.56,231.01,133.68,164.55,161.9,619.16,269.66,69.43,105.06,125.68,95.4,68.6,145.94,220.53,237.13,106.91,148.2,141.02,53.65,120.2,117.84,60.44,214.22,49.07,252.93,122.33,99.31,58.87,54.86,209.43,227.25,143.91,232.01
2012-07-11,166.13,37.83,,87.78,94.28,74.33,293.48,73.22,166.14,109.59,619.74,327.11,118.55,210.48,27.6,105.4,266.13,172.82,18.09,,214.4,156.24,307.68,,,114.18,214.85,192.37,78.26,57.57,126.33,224.48,87.18,344.38,210.92,122.32,182.9,139.73,88.91,480.7,243.6,86.75,193.2,120.31,58.47,358.98,79.48,129.62,142.43,131.97,185.8,164.34,722.07,123.5,128.97,195.64,40.91,228.63,175.05,161.17,279.44,109.2,89.76,287.18,128.8,134.49,68.7,216.02,229.31,133.73,163.63,161.22,620.1,266.17,68.16,106.49,125.25,95.21,69.67,145.24,221.11,233.34,106.64,148.45,140.91,51.43,121.49,118.87,60.47,213.3,48.1,254.73,123.04,98.02,59.15,54.69,209.11,228.68,146.03,222.95
2012-07-12,163.59,37.2,,87.79,95.95,72.97,294.67,73.83,161.0,108.16,645.34,331.21,118.54,211.73,27.66,104.3,257.45,170.32,17.66,,212.31,154.04,308.33,,,113.98,216.69,194.62,76.69,57.34,126.17,225.99,86.57,345.1,213.33,122.57,181.96,139.9,86.64,474.91,241.46,86.3,192.66,120.13,58.64,362.68,79.66,126.96,144.73,131.14,184.36,164.65,724.64,123.1,127.47,195.66,41.12,230.91,172.81,164.64,282.26,109.33,88.69,285.91,130.17,136.42,67.81,222.06,230.48,133.25,165.75,161.18,622.59,264.15,67.72,106.41,123.84,94.6,69.37,146.32,224.43,237.86,105.9,154.4,141.27,52.1,119.88,118.81,60.15,214.54,48.45,253.33,120.34,96.97,58.93,54.36,208.63,226.16,145.07,228.68
2012-07-13,166.63,37.76,,89.94,99.31,75.39,297.73,75.92,165.16,111.64,672.34,335.48,119.16,215.72,28.15,104.63,257.58,175.76,18.64,,217.0,156.68,316.57,,,116.13,218.9,194.53,77.7,58.25,127.62,230.47,88.77,347.89,213.8,122.74,185.41,142.62,87.57,479.03,244.32,87.68,197.06,123.86,59.61,369.13,81.66,132.71,148.28,134.37,189.3,166.61,734.23,125.16,129.56,197.91,41.5,234.67,178.32,167.83,286.06,112.04,89.8,289.47,132.09,139.61,68.83,223.43,231.98,135.45,166.51,163.16,636.06,266.05,68.76,109.0,125.52,95.04,70.24,148.83,226.22,243.49,107.71,155.84,142.47,53.01,121.91,119.04,60.45,216.48,49.82,255.57,121.53,100.48,59.46,54.77,210.76,229.84,148.4,236.51
2012-07-16,168.16,37.57,,89.51,99.62,74.19,290.94,75.06,167.57,112.13,656.37,335.01,119.82,214.1,27.94,104.68,249.9,173.95,18.88,,217.56,156.78,319.51,,,116.15,222.39,196.69,78.88,57.89,129.06,229.83,86.7,346.0,213.53,123.33,183.57,142.4,87.89,473.14,244.25,87.29,192.68,122.77,58.71,370.2,82.32,132.45,146.18,134.25,186.46,166.74,724.34,124.51,129.48,194.85,41.63,233.16,175.59,168.98,291.52,110.53,89.12,290.43,132.55,137.53,68.17,222.41,226.87,135.07,169.03,163.7,633.96,263.56,68.25,107.75,125.52,94.97,69.62,148.72,226.61,241.8,107.21,156.27,142.09,53.39,122.37,116.95,58.81,211.46,49.31,256.02,124.27,99.94,59.68,54.42,209.61,231.26,149.28,228.67
2012-07-17,168.56,38.08,,90.28,100.81,75.65,294.47,74.63,180.4,112.24,658.7,337.4,119.74,216.7,28.08,106.04,248.47,177.08,18.72,,221.84,156.95,323.33,,,117.48,223.14,194.42,78.9,58.09,130.91,234.19,87.02,344.31,215.84,123.73,184.56,143.11,88.65,480.44,246.45,87.91,191.19,123.31,59.43,374.66,84.08,136.25,145.61,135.84,183.39,166.39,728.36,126.15,129.03,197.26,41.72,233.81,175.25,171.14,293.64,112.3,88.83,292.31,133.82,139.86,68.44,223.72,227.83,134.95,172.13,164.96,635.82,265.32,68.56,107.57,127.96,97.04,70.7,148.7,228.93,241.53,108.59,156.63,142.91,54.0,123.03,117.2,59.13,217.78,49.51,258.0,129.13,102.45,59.95,54.75,211.34,231.9,150.97,228.96
2012-07-18,178.81,38.37,,91.93,101.48,75.47,291.77,76.59,181.88,111.71,569.65,322.97,120.65,218.01,28.72,106.69,245.98,179.91,18.34,,218.61,158.5,325.96,,,120.36,221.89,193.3,78.42,57.32,132.1,222.44,88.22,345.08,214.58,122.19,184.96,143.22,89.22,485.67,247.8,88.7,198.42,124.56,59.92,371.47,81.86,133.32,154.33,134.61,181.86,168.41,730.79,128.56,132.97,196.53,42.26,233.33,179.85,170.99,293.59,112.88,90.95,291.66,134.45,144.93,69.99,223.93,240.43,144.36,172.24,165.83,631.94,267.33,70.28,109.28,131.19,97.54,70.76,150.89,230.39,246.05,107.44,159.18,141.89,54.78,124.84,117.4,61.32,218.0,49.91,257.34,130.24,102.64,59.99,55.17,212.75,229.16,149.41,232.53
2012-07-19,183.05,39.42,,94.09,101.56,75.15,302.85,76.75,185.86,112.64,576.98,326.36,121.54,219.99,29.14,107.71,255.25,180.12,18.21,,218.42,160.55,323.04,,,121.47,220.06,191.44,75.63,57.73,131.63,213.03,88.83,343.27,213.59,122.43,183.56,143.02,89.04,499.64,242.86,88.9,199.51,124.21,60.61,366.92,83.52,132.33,151.67,135.73,172.65,167.67,734.11,128.22,132.98,196.56,42.51,231.45,189.05,169.87,288.26,117.63,93.97,283.95,134.41,146.76,70.69,225.45,251.45,143.65,172.69,165.09,641.78,271.01,70.46,109.87,131.05,96.86,70.46,169.01,215.72,247.76,106.95,159.59,141.35,54.89,126.42,117.41,62.4,219.42,50.45,256.62,130.23,103.94,60.39,55.59,212.81,226.51,148.47,234.97
2012-07-20,182.16,38.38,,93.47,101.22,72.53,302.31,75.68,178.52,111.89,584.88,329.17,122.0,219.54,28.56,106.27,274.7,173.79,17.11,,217.0,156.61,320.09,,,119.97,217.98,201.37,75.11,57.63,130.41,214.08,87.57,341.88,212.29,121.99,182.42,144.8,88.16,499.42,243.44,88.23,199.74,122.24,59.8,363.75,83.3,127.57,151.08,133.63,165.51,167.51,696.95,125.93,131.11,193.79,42.4,230.69,183.18,168.59,288.41,114.77,92.72,278.35,132.99,145.52,70.04,222.74,250.85,143.21,172.0,162.43,504.24,268.29,69.8,107.9,128.8,94.46,69.93,167.86,213.63,243.93,106.2,159.48,140.42,54.02,126.18,117.83,61.15,215.92,49.5,254.98,129.15,101.51,60.61,55.15,210.8,224.55,143.13,228.78
2012-07-23,178.78,37.54,,92.89,101.25,72.08,301.4,76.72,173.26,110.61,598.89,325.93,120.94,216.56,27.68,105.16,269.42,169.86,16.68,,213.52,155.43,315.72,,,116.77,212.98,195.94,74.89,56.81,128.63,213.13,86.1,340.37,212.09,122.69,181.35,143.43,89.39,493.54,244.46,87.96,195.51,123.11,58.16,364.78,82.66,128.0,149.97,130.35,168.34,166.51,693.79,122.56,129.26,191.66,41.57,230.87,180.31,166.73,285.12,109.74,92.05,276.1,133.57,144.93,68.8,215.68,244.8,142.47,171.39,162.03,486.63,264.28,69.7,107.03,125.16,93.45,69.57,163.89,212.74,237.2,105.7,157.84,139.77,53.9,125.71,116.76,61.32,210.79,48.87,251.39,127.62,100.93,60.13,54.13,208.89,223.12,141.15,233.13
2012-07-24,183.65,37.96,,92.34,98.25,71.6,302.49,77.31,168.45,109.11,549.31,322.74,119.58,213.79,27.11,103.59,265.08,167.1,16.75,,214.35,152.72,312.37,,,114.65,212.99,200.62,75.36,56.54,127.52,215.99,83.26,338.81,211.05,122.6,179.78,142.39,91.11,487.81,238.82,87.43,193.66,123.17,57.75,361.63,81.87,133.06,149.2,128.37,166.76,164.77,678.7,119.66,121.97,190.47,41.24,231.35,178.03,164.86,283.77,106.73,91.78,269.72,135.41,144.16,67.4,214.27,242.75,140.83,169.89,159.31,468.89,262.45,69.11,107.69,124.7,92.29,69.83,164.84,211.39,236.35,104.96,156.3,141.37,53.21,125.93,115.5,60.98,210.34,48.51,250.95,125.67,99.99,59.79,54.07,206.28,221.44,142.93,231.35
2012-07-25,185.34,38.34,,92.15,97.3,71.51,298.02,76.98,166.65,108.27,533.39,324.28,118.3,214.1,27.56,104.32,274.97,165.07,16.69,,216.5,146.02,311.7,,,114.9,221.17,201.09,75.64,56.63,124.2,219.69,85.4,338.86,211.52,122.25,179.87,141.76,89.71,458.54,243.9,86.84,190.96,125.01,57.75,363.89,81.09,137.91,144.46,129.81,170.59,163.98,667.54,129.33,120.29,192.69,41.49,230.65,179.54,163.96,282.77,106.09,92.14,266.52,136.74,145.46,67.99,214.0,241.67,141.87,169.87,159.69,473.74,262.76,69.38,108.7,123.77,92.63,70.02,166.66,211.03,239.5,104.54,156.08,140.7,52.86,125.29,114.78,61.49,211.49,49.97,250.31,125.46,101.11,59.56,53.61,207.14,220.77,142.07,232.07
2012-07-26,187.95,39.01,,93.3,87.07,72.28,305.27,79.27,173.7,110.06,538.18,333.2,120.27,217.74,28.21,105.57,280.21,173.86,16.81,,226.39,147.15,314.95,,,117.35,227.42,197.38,77.55,56.97,126.85,223.0,86.78,344.41,212.85,125.84,175.93,143.43,90.79,460.12,250.32,86.24,197.27,126.6,58.42,361.14,82.38,141.75,147.18,132.15,175.59,168.57,690.9,131.06,119.52,196.71,42.41,226.22,187.3,162.71,292.88,108.57,93.75,266.19,137.83,148.75,69.45,215.56,247.97,144.16,170.88,163.88,462.51,262.14,69.66,112.22,125.55,89.08,70.59,167.14,210.96,245.9,104.9,150.72,142.57,54.0,126.57,116.22,66.25,216.66,50.68,255.95,129.39,102.4,60.05,54.33,211.01,221.85,142.17,237.88
2012-07-27,191.82,39.23,,95.02,91.79,73.53,308.32,83.72,181.84,111.24,579.55,338.54,121.71,217.72,29.06,107.74,288.82,179.61,17.36,,232.64,151.65,340.87,,,117.5,229.02,205.85,78.81,57.37,128.07,227.64,92.47,348.27,215.38,127.37,179.57,144.91,92.68,499.14,256.06,87.45,203.61,130.84,59.68,361.48,83.37,141.77,149.88,135.33,176.65,169.27,697.31,134.36,123.2,200.67,43.25,227.23,194.49,163.82,296.8,112.61,94.99,269.57,140.81,154.87,71.49,215.97,256.93,146.68,172.93,167.35,472.3,264.75,69.65,113.06,129.09,89.34,71.11,170.94,213.83,252.78,105.9,153.05,143.95,55.68,128.78,117.68,66.41,224.17,50.88,258.95,130.5,104.96,60.76,54.9,212.66,225.45,143.7,246.39
2012-07-30,189.84,39.93,,94.29,89.4,72.41,309.27,83.03,182.68,111.5,568.04,337.47,122.44,222.22,28.29,108.55,276.55,177.96,17.43,,232.7,152.79,341.83,,,116.01,224.89,207.51,78.46,56.9,127.58,229.57,92.58,346.77,217.65,128.68,180.13,144.34,92.02,500.79,258.26,87.26,200.4,130.31,58.67,364.51,83.32,140.26,148.64,135.88,178.2,169.94,697.88,134.45,120.71,199.25,43.18,226.83,189.39,164.06,301.06,114.42,95.16,270.48,140.73,154.23,71.08,216.43,257.13,145.3,172.22,168.6,462.95,271.92,69.67,111.49,127.96,89.48,70.93,172.43,216.39,251.73,105.85,151.54,144.81,56.29,128.7,118.59,65.27,220.22,50.45,256.51,130.89,106.05,60.77,54.98,212.19,225.73,142.05,240.88
2012-07-31,191.91,39.85,,94.01,89.35,73.04,307.64,82.04,176.24,111.1,563.49,338.08,120.82,218.75,28.26,107.75,274.66,175.44,17.76,,232.21,151.85,342.27,,,115.58,221.34,222.6,77.83,56.74,126.56,227.3,92.96,344.45,218.84,127.85,179.27,143.13,91.3,486.89,262.99,87.19,198.69,128.09,58.28,363.72,83.63,138.39,145.67,135.47,175.08,169.0,678.33,134.46,120.74,197.4,43.32,226.51,154.08,164.53,296.75,113.27,94.61,269.59,140.26,152.56,69.8,216.52,251.45,145.03,174.29,166.96,463.2,270.14,70.46,108.95,126.71,90.18,70.5,173.42,215.05,245.79,107.66,146.73,144.39,56.11,128.55,117.36,65.38,219.88,50.03,256.66,130.64,105.83,60.07,54.85,211.34,225.44,141.85,254.6
2012-08-01,188.35,39.33,,92.46,86.06,73.07,306.71,81.97,177.38,111.66,541.13,334.77,120.08,214.52,28.17,107.4,271.14,174.08,18.2,,228.88,150.47,339.12,,,116.44,217.77,229.48,76.41,56.53,128.56,224.79,91.48,342.67,217.21,127.12,179.13,142.77,89.62,472.9,261.82,85.96,194.21,125.08,56.98,358.76,85.07,136.44,143.42,132.63,171.7,168.22,664.23,134.87,118.77,198.73,43.23,225.26,154.46,161.78,293.61,112.27,93.98,264.85,138.88,155.09,71.12,217.47,250.71,145.48,173.71,167.24,445.65,266.88,70.55,108.39,126.2,90.56,70.06,172.61,213.41,243.42,106.41,145.04,145.21,55.59,127.82,117.83,66.11,213.88,49.13,256.01,130.43,103.82,60.32,54.69,212.59,228.21,141.33,246.62
2012-08-02,186.4,38.81,,92.47,84.88,72.71,308.98,79.2,170.01,109.24,547.64,337.23,118.9,216.04,28.17,106.01,270.79,172.7,17.35,,228.54,150.36,340.7,,,113.08,215.49,239.72,76.01,56.53,127.36,223.13,87.74,342.65,215.09,127.03,181.45,141.94,88.81,476.66,260.58,84.95,193.06,125.49,55.27,359.6,84.32,133.2,145.16,132.48,170.63,167.35,676.06,131.78,117.32,201.19,42.21,226.84,155.97,163.07,296.98,110.35,93.52,264.02,137.15,150.06,71.32,218.21,246.57,143.99,173.09,166.38,450.4,258.4,69.1,108.33,125.96,88.44,69.43,169.66,213.82,247.15,107.07,141.99,145.78,55.57,126.06,114.59,65.36,219.12,48.39,255.19,121.68,104.43,59.84,54.48,209.58,227.56,140.6,252.39
2012-08-03,191.88,40.72,,94.67,88.56,75.61,312.32,82.46,175.39,112.82,594.48,341.15,118.69,218.38,29.54,105.57,277.39,179.03,18.55,,242.92,154.97,346.27,,,119.1,217.15,234.65,77.14,56.68,130.04,223.61,91.12,345.82,216.68,128.44,185.86,144.94,90.17,488.05,260.33,86.19,203.24,128.83,56.66,359.67,84.74,137.11,146.94,135.57,177.67,168.56,700.02,136.93,119.89,205.03,43.25,228.04,163.57,163.25,300.22,113.84,95.81,270.62,137.31,151.82,72.87,217.76,257.17,148.07,176.11,163.1,475.57,248.05,71.29,110.27,128.81,90.1,70.64,169.75,213.74,253.72,107.95,144.14,147.37,56.22,127.92,116.29,66.75,228.66,48.75,259.25,123.61,106.22,60.15,54.54,211.06,230.54,143.49,261.61
2012-08-06,190.87,41.41,,93.16,89.66,76.72,311.99,83.14,175.74,111.26,611.76,338.41,118.33,218.62,29.61,106.3,276.69,178.53,18.73,,245.12,153.68,349.3,,,122.22,218.07,231.58,76.57,56.4,129.96,224.86,94.58,342.35,213.55,130.29,186.06,144.82,90.93,488.79,259.49,86.56,202.61,131.5,57.47,356.64,85.4,138.01,146.76,134.98,175.6,167.81,701.12,136.59,121.26,205.26,43.63,225.7,169.31,160.93,299.8,117.02,96.16,273.64,137.14,153.28,74.14,217.88,253.19,147.29,176.32,160.08,466.89,248.63,71.4,111.81,130.3,91.12,70.43,169.11,213.7,253.05,108.48,144.53,146.63,56.45,125.35,114.99,67.35,231.75,48.77,256.92,125.46,106.04,60.16,54.49,210.88,229.42,144.77,261.28
2012-08-07,198.29,42.09,,94.07,91.39,76.78,318.15,84.42,186.12,110.63,628.81,328.1,110.41,217.66,29.82,107.41,285.63,182.41,19.03,,245.9,156.56,353.3,,,124.96,218.61,228.91,77.42,56.69,131.47,223.18,97.74,342.32,210.82,130.46,185.53,143.15,92.13,498.25,258.6,87.05,206.86,132.94,58.65,351.21,85.64,137.94,147.75,134.3,182.73,166.03,700.62,138.34,125.27,203.43,43.78,223.51,172.34,159.13,299.12,120.47,96.98,274.34,134.6,157.31,75.66,216.69,258.1,146.71,173.2,158.04,485.87,251.94,73.37,112.32,131.01,93.07,69.93,170.38,210.44,251.27,107.49,147.86,144.35,56.61,125.95,113.19,68.6,234.29,49.85,255.31,129.53,107.97,59.67,54.38,209.22,228.15,147.85,268.77
2012-08-08,196.9,41.88,,94.0,90.68,76.07,323.63,84.45,188.19,111.03,630.26,326.44,109.53,217.74,30.05,107.84,281.5,184.09,18.92,,245.61,156.11,355.87,,,125.74,216.33,224.09,77.66,56.42,132.7,222.34,97.35,342.72,210.21,130.11,182.97,142.96,92.05,411.36,258.24,87.11,204.86,131.6,58.5,348.2,86.34,137.9,150.98,133.31,179.5,165.18,683.94,138.35,125.29,204.56,44.33,224.22,174.42,156.85,300.88,120.5,96.4,271.8,134.65,156.1,76.38,213.91,259.23,147.33,173.4,158.95,479.36,252.75,73.61,111.87,130.38,92.72,69.92,170.88,218.42,248.81,107.47,148.5,143.9,56.35,125.79,113.63,67.87,235.68,50.1,255.1,129.82,108.46,60.93,54.81,210.02,225.88,148.29,268.65
2012-08-09,192.96,41.62,,93.45,92.59,77.36,325.08,84.67,192.13,110.67,643.43,326.67,109.2,216.26,30.28,107.79,282.36,182.94,20.19,,245.15,159.57,358.34,,,125.16,212.95,238.43,75.82,56.4,132.87,225.12,98.22,342.92,208.82,130.65,179.21,142.78,91.92,410.25,257.05,87.07,204.66,133.09,57.84,343.55,87.56,139.45,152.77,132.18,163.47,164.15,684.05,138.08,124.97,202.24,44.05,222.38,170.23,156.12,294.38,122.72,96.01,269.28,134.74,156.94,77.23,212.69,256.77,146.76,173.49,158.46,479.56,254.65,73.63,110.73,129.18,92.28,69.67,170.04,215.99,249.33,107.11,149.5,142.82,56.38,125.49,114.54,67.39,234.93,49.82,254.28,131.65,107.47,61.75,54.83,209.51,227.13,148.3,269.06
2012-08-10,196.34,41.58,,93.01,92.41,78.03,325.21,85.54,197.27,110.58,643.17,327.63,109.44,219.01,30.26,107.78,282.65,183.08,19.78,,246.37,159.95,359.24,,,123.59,217.2,255.2,74.87,56.37,133.92,224.89,100.31,345.02,208.2,130.5,180.68,143.13,92.18,408.78,259.89,87.41,204.75,133.51,56.99,344.48,88.79,139.49,152.19,133.6,145.63,165.26,666.97,138.11,126.06,203.95,44.25,223.31,170.83,157.23,296.65,124.42,96.55,270.12,133.81,160.03,77.32,214.56,260.03,147.33,174.34,158.08,479.58,253.87,73.7,110.0,128.92,93.26,69.83,170.97,215.45,251.03,108.11,151.8,143.34,56.59,125.78,115.04,67.38,237.05,49.91,253.74,130.94,109.79,62.52,55.1,210.72,228.0,147.95,267.92
2012-08-13,192.57,41.5,,92.49,91.39,77.45,324.69,85.54,196.71,110.35,641.11,331.33,109.3,216.71,29.91,107.59,281.83,182.47,20.02,,246.12,160.85,359.39,,,124.61,216.02,260.35,75.38,56.13,134.35,224.31,100.96,346.0,208.55,129.98,181.57,142.26,91.37,407.88,258.6,87.11,204.55,133.73,57.36,340.79,88.42,140.0,151.81,133.1,142.15,163.68,653.39,138.12,126.67,201.28,44.14,223.48,175.43,156.01,295.2,121.16,96.28,270.48,134.02,158.77,77.36,213.82,258.54,147.0,172.93,157.76,480.86,251.61,72.72,111.3,127.38,93.72,70.03,170.03,213.58,252.53,108.7,150.84,142.77,56.5,125.38,114.06,66.19,234.95,49.58,256.0,129.08,109.3,62.5,54.86,209.76,229.54,148.28,265.31
2012-08-14,190.56,41.81,,91.38,90.56,77.04,325.75,85.43,197.8,110.82,650.07,331.43,109.87,215.84,29.55,107.41,283.34,182.12,20.55,,248.78,159.39,359.47,,,123.94,218.29,260.71,75.0,56.21,134.98,224.23,99.34,347.46,209.77,130.33,181.33,142.33,91.7,409.99,257.63,86.82,204.89,132.32,57.05,338.08,88.49,141.41,151.35,133.22,155.46,164.28,668.85,136.94,127.29,203.1,44.01,223.09,169.79,155.12,297.98,119.69,95.87,270.2,133.73,157.63,76.97,214.39,254.03,146.27,175.24,158.74,487.78,250.9,71.26,110.08,127.1,93.95,69.92,167.94,210.84,248.33,107.69,148.29,143.5,56.68,125.02,115.27,66.62,231.91,49.11,255.69,128.82,110.48,61.97,54.79,209.85,230.16,147.56,265.12
2012-08-15,192.39,42.12,,91.58,90.41,78.11,320.25,85.14,195.77,110.53,655.26,329.91,109.38,214.79,30.47,107.38,281.91,182.02,20.13,,249.1,160.34,364.44,,,124.47,221.5,241.82,75.64,56.43,134.09,224.11,100.03,345.73,210.79,131.61,181.59,142.57,91.59,414.42,257.1,86.94,206.89,132.07,56.79,338.0,87.98,141.86,153.8,133.38,156.83,163.51,671.87,138.38,129.15,203.82,43.72,221.57,174.47,157.61,296.03,118.27,95.75,270.57,133.54,157.6,77.85,213.67,255.4,146.42,174.79,158.78,487.65,251.64,71.51,109.44,129.38,94.58,69.66,167.46,210.27,246.16,107.15,147.05,143.51,56.84,126.11,115.53,66.91,231.84,48.57,257.24,128.13,110.98,62.0,54.53,208.3,233.81,149.59,264.1
2012-08-16,201.44,42.02,,91.96,91.75,79.74,321.76,86.49,194.54,110.7,678.16,330.74,108.9,213.12,31.02,106.81,281.84,183.5,20.18,,248.87,163.64,371.18,,,124.19,222.22,243.76,76.64,56.89,134.55,225.88,101.62,344.4,212.51,129.14,182.73,143.13,92.62,422.06,257.07,87.21,208.21,133.76,58.08,337.51,87.68,143.55,157.99,134.28,160.0,165.07,707.73,135.27,131.12,191.18,43.92,226.83,179.4,158.59,297.62,119.56,96.92,270.33,132.86,159.57,78.37,212.28,259.03,147.03,174.53,159.35,490.72,250.57,72.81,109.67,131.17,94.32,70.02,167.27,213.45,245.12,107.68,151.37,145.39,57.47,125.92,114.57,67.02,232.13,48.94,256.72,128.21,111.5,61.42,54.77,207.61,237.13,151.06,269.59
2012-08-17,203.8,42.6,,93.6,92.93,79.02,326.48,86.54,194.06,110.74,703.24,329.76,108.22,211.97,31.09,107.95,285.08,185.0,20.13,,249.57,165.06,379.05,,,123.38,220.73,242.5,76.81,57.18,134.33,226.28,101.65,343.03,211.95,130.08,183.08,141.96,91.93,424.24,256.14,87.0,211.06,135.55,59.41,339.4,87.46,143.86,158.7,135.42,161.52,164.93,721.52,135.51,132.71,187.02,43.93,227.64,180.3,159.6,296.3,119.25,97.2,270.85,132.35,161.05,78.81,212.21,259.98,148.94,173.46,160.6,487.63,250.28,73.05,111.09,130.73,94.27,70.5,168.32,216.02,244.26,106.64,151.61,145.8,57.39,125.56,114.02,66.94,230.09,49.16,256.1,128.51,113.57,61.36,55.05,206.59,239.34,152.14,268.12
2012-08-20,202.75,42.45,,92.95,93.28,80.62,324.44,85.09,193.29,111.19,676.6,328.99,108.45,212.6,31.15,107.83,281.05,184.24,20.22,,251.68,164.47,385.88,,,122.44,220.97,241.78,75.66,57.45,133.25,223.04,100.95,346.16,211.54,130.64,182.73,141.18,92.67,421.58,254.19,87.39,209.92,135.6,59.65,339.42,87.21,142.35,159.15,135.51,160.46,163.73,722.67,135.73,133.32,190.31,43.68,228.32,176.25,159.62,293.82,120.27,97.3,276.17,132.99,158.7,79.11,214.14,254.16,148.65,174.78,161.49,488.36,253.02,73.43,110.16,129.76,95.47,70.61,167.85,219.03,240.5,106.5,149.73,145.28,55.96,125.96,114.36,66.5,228.42,49.01,255.61,129.04,111.74,61.5,55.31,206.48,238.71,152.27,267.47
2012-08-21,201.38,42.61,,92.82,91.65,82.32,318.83,85.02,189.59,111.87,665.99,322.89,107.68,210.49,30.9,106.85,282.28,183.21,20.0,,253.39,163.34,380.18,,,124.78,221.55,246.79,75.1,57.82,132.63,220.96,99.86,347.07,211.73,129.42,181.36,140.88,92.56,419.08,252.06,87.07,210.05,135.37,60.06,341.79,86.85,140.29,157.87,134.91,161.43,162.66,726.22,135.34,135.26,189.21,43.96,227.03,172.39,159.6,290.89,123.44,96.47,276.31,133.59,157.01,78.86,214.53,257.5,147.83,172.45,161.58,482.3,250.9,73.23,110.31,128.46,95.49,70.03,166.04,219.14,242.38,107.29,147.06,144.48,55.61,125.41,112.58,66.44,231.14,48.61,253.98,130.73,111.18,61.15,55.32,206.09,240.81,151.54,265.76
